order_id,customer_id,order_date,order_amount,payment_method,order_status
293,841,2020-10-10,70.44,debit_card,completed
294,4547,2020-10-11,25.98,debit_card,completed
295,2517,2020-10-11,18.15,credit_card,completed
296,1970,2020-10-11,49.84,debit_card,completed
297,333,2020-10-12,63.3,credit_card,completed
298,2296,2020-10-12,22.56,debit_card,completed
299,3711,2020-10-14,44.55,credit_card,completed
300,378,2020-10-15,26.13,debit_card,completed
301,4520,2020-10-15,69.52,credit_card,refunded
302,3383,2020-10-15,67.82,credit_card,completed
303,937,2020-10-15,29.13,credit_card,completed
304,937,2020-10-16,13.43,credit_card,completed
305,2720,2020-10-16,83.57,paypal,completed
306,1800,2020-10-17,72.44,credit_card,completed
307,4136,2020-10-18,31.26,credit_card,completed
308,3489,2020-10-19,39.21,debit_card,completed
309,1436,2020-10-19,196.26,credit_card,completed
310,2414,2020-10-19,10.77,credit_card,completed
311,3489,2020-10-20,75.19,paypal,completed
312,4327,2020-10-20,132.53,paypal,completed
313,3383,2020-10-20,83.52,paypal,completed
314,3795,2020-10-20,78.62,credit_card,completed
315,2605,2020-10-22,84.74,credit_card,completed
316,4552,2020-10-23,138.0,credit_card,completed
317,875,2020-10-23,14.28,paypal,completed
318,4889,2020-10-24,113.23,debit_card,completed
319,4412,2020-10-24,75.34,credit_card,completed
320,2296,2020-10-25,61.56,credit_card,completed
321,3314,2020-10-25,51.64,debit_card,completed
322,902,2020-10-25,196.27,paypal,completed
323,3318,2020-10-25,95.34,crypto,completed
324,2132,2020-10-25,66.71,credit_card,completed
325,3963,2020-10-26,192.16,credit_card,refunded
326,172,2020-10-26,52.15,credit_card,completed
327,4520,2020-10-27,177.1,credit_card,completed
328,641,2020-10-27,43.72,credit_card,completed
329,2683,2020-10-28,20.55,credit_card,completed
330,4130,2020-10-28,130.06,credit_card,refunded
331,2398,2020-10-28,28.72,paypal,completed
332,206,2020-10-29,74.94,credit_card,completed
333,516,2020-10-29,11.67,paypal,completed
334,99,2020-10-29,72.8,paypal,completed
335,1340,2020-10-29,92.21,paypal,completed
336,841,2020-10-30,21.28,paypal,completed
337,3420,2020-10-30,27.2,credit_card,canceled
338,1284,2020-10-30,12.56,paypal,completed
339,2132,2020-10-31,120.42,debit_card,completed
340,875,2020-11-01,33.85,credit_card,completed
341,1265,2020-11-01,59.75,debit_card,completed
342,2903,2020-11-01,12.09,paypal,completed
343,1160,2020-11-01,30.06,credit_card,completed
344,172,2020-11-02,57.61,paypal,completed
345,357,2020-11-03,38.56,credit_card,completed
346,3118,2020-11-04,33.54,credit_card,completed
347,313,2020-11-04,42.16,credit_card,completed
348,3471,2020-11-04,85.68,debit_card,completed
349,3108,2020-11-04,94.23,credit_card,completed
350,1048,2020-11-06,20.21,debit_card,completed
351,1971,2020-11-06,51.0,debit_card,canceled
352,3669,2020-11-06,50.16,credit_card,completed
353,2903,2020-11-07,57.37,credit_card,completed
354,3471,2020-11-07,20.95,debit_card,completed
355,3963,2020-11-07,26.68,credit_card,completed
356,975,2020-11-07,109.84,credit_card,refunded
357,3088,2020-11-07,86.49,credit_card,completed
358,883,2020-11-08,24.91,credit_card,completed
359,3108,2020-11-08,120.02,paypal,completed
360,937,2020-11-08,40.64,credit_card,completed
361,926,2020-11-09,64.94,bank_transfer,completed
362,2361,2020-11-09,97.46,debit_card,completed
363,3108,2020-11-10,84.57,debit_card,completed
364,1455,2020-11-11,133.01,credit_card,refunded
365,1436,2020-11-12,97.36,credit_card,completed
366,4327,2020-11-13,28.13,credit_card,completed
367,357,2020-11-13,89.74,credit_card,completed
368,357,2020-11-13,210.07,credit_card,completed
369,841,2020-11-13,51.5,debit_card,completed
370,3318,2020-11-14,43.06,paypal,completed
371,2693,2020-11-15,148.06,paypal,completed
372,822,2020-11-15,34.76,credit_card,completed
373,3264,2020-11-15,17.87,paypal,completed
374,1455,2020-11-15,43.85,debit_card,canceled
375,3963,2020-11-15,112.95,debit_card,completed
376,2720,2020-11-16,16.42,credit_card,completed
377,73,2020-11-16,29.9,credit_card,completed
378,3690,2020-11-16,45.69,debit_card,completed
379,1970,2020-11-16,47.78,paypal,completed
380,1340,2020-11-16,23.13,credit_card,completed
381,1503,2020-11-17,53.11,bank_transfer,completed
382,2633,2020-11-17,81.1,paypal,completed
383,4136,2020-11-18,227.68,credit_card,completed
384,3696,2020-11-18,108.05,debit_card,completed
385,2819,2020-11-18,40.72,debit_card,completed
386,3963,2020-11-18,23.89,debit_card,completed
387,4979,2020-11-18,19.71,credit_card,completed
388,1514,2020-11-18,41.71,credit_card,completed
389,209,2020-11-19,45.07,credit_card,completed
390,2183,2020-11-20,30.81,credit_card,completed
391,1074,2020-11-20,25.12,credit_card,completed
392,2419,2020-11-21,49.03,credit_card,completed
393,841,2020-11-21,26.56,debit_card,completed
394,3099,2020-11-21,37.62,paypal,completed
395,4152,2020-11-22,159.18,credit_card,completed
396,245,2020-11-22,27.05,paypal,completed
397,2686,2020-11-22,110.23,debit_card,completed
398,2422,2020-11-22,63.56,credit_card,completed
399,2517,2020-11-23,35.56,credit_card,completed
400,975,2020-11-23,29.26,paypal,completed
401,1814,2020-11-23,83.57,debit_card,completed
402,1160,2020-11-23,41.49,credit_card,completed
403,2328,2020-11-23,43.48,paypal,completed
404,4889,2020-11-24,42.09,credit_card,canceled
405,1651,2020-11-25,40.07,crypto,completed
406,1203,2020-11-25,95.85,debit_card,completed
407,1577,2020-11-25,112.23,bank_transfer,completed
408,946,2020-11-26,95.21,bank_transfer,canceled
409,209,2020-11-27,176.65,debit_card,completed
410,291,2020-11-27,19.75,debit_card,completed
411,1284,2020-11-28,34.4,credit_card,completed
412,2762,2020-11-28,67.09,bank_transfer,completed
413,937,2020-11-28,88.02,paypal,completed
414,3795,2020-11-28,73.1,credit_card,completed
415,1970,2020-11-30,54.58,credit_card,completed
416,3795,2020-12-01,17.0,credit_card,completed
417,4813,2020-12-02,94.31,credit_card,canceled
418,3118,2020-12-02,21.38,credit_card,completed
419,1971,2020-12-02,48.42,paypal,completed
420,3383,2020-12-02,21.69,debit_card,canceled
421,3913,2020-12-04,154.04,bank_transfer,completed
422,2633,2020-12-04,25.46,debit_card,completed
423,3224,2020-12-04,77.9,paypal,completed
424,3783,2020-12-04,50.73,paypal,completed
425,1048,2020-12-05,1234.3,credit_card,refunded
426,2183,2020-12-05,57.51,credit_card,completed
427,1202,2020-12-05,49.99,credit_card,completed
428,1202,2020-12-05,18.45,debit_card,completed
429,3504,2020-12-07,90.82,credit_card,completed
430,3946,2020-12-07,10.0,paypal,canceled
431,471,2020-12-08,28.93,paypal,completed
432,3842,2020-12-08,53.5,credit_card,completed
433,4889,2020-12-08,171.33,credit_card,completed
434,129,2020-12-08,78.53,paypal,refunded
435,841,2020-12-09,40.57,paypal,completed
436,2534,2020-12-09,149.3,debit_card,completed
437,1265,2020-12-09,53.12,debit_card,completed
438,1202,2020-12-09,88.15,credit_card,completed
439,4889,2020-12-09,296.65,credit_card,completed
440,3413,2020-12-09,80.95,credit_card,completed
441,1417,2020-12-09,90.68,credit_card,completed
442,3383,2020-12-10,136.59,credit_card,refunded
443,2011,2020-12-10,86.24,debit_card,completed
444,3218,2020-12-10,39.67,bank_transfer,completed
445,765,2020-12-10,19.0,credit_card,completed
446,4980,2020-12-10,118.67,credit_card,completed
447,2418,2020-12-11,97.77,bank_transfer,refunded
448,3842,2020-12-11,82.49,paypal,completed
449,3655,2020-12-12,48.48,credit_card,completed
450,372,2020-12-12,172.83,credit_card,completed
451,291,2020-12-12,134.3,credit_card,completed
452,4726,2020-12-13,216.18,credit_card,completed
453,795,2020-12-13,4852.62,credit_card,completed
454,1971,2020-12-13,28.98,credit_card,completed
455,1274,2020-12-13,55.71,paypal,completed
456,3067,2020-12-13,70.71,credit_card,completed
457,875,2020-12-13,65.98,debit_card,completed
458,1031,2020-12-14,71.79,debit_card,completed
459,2132,2020-12-14,71.87,paypal,completed
460,43,2020-12-14,74.88,paypal,completed
461,3385,2020-12-15,76.57,credit_card,canceled
462,3911,2020-12-15,91.11,debit_card,completed
463,2468,2020-12-16,165.15,paypal,completed
464,1265,2020-12-16,72.97,paypal,completed
465,3842,2020-12-17,70.94,paypal,completed
466,1922,2020-12-17,18.13,debit_card,completed
467,2213,2020-12-17,19.02,paypal,completed
468,99,2020-12-17,133.26,crypto,completed
469,3960,2020-12-18,62.21,debit_card,completed
470,4726,2020-12-18,100.18,credit_card,completed
471,1350,2020-12-18,39.69,credit_card,completed
472,1265,2020-12-19,142.0,credit_card,completed
473,2704,2020-12-20,62.98,credit_card,completed
474,457,2020-12-21,178.99,credit_card,completed
475,3913,2020-12-21,30.34,credit_card,completed
476,2419,2020-12-21,59.46,credit_card,completed
477,875,2020-12-22,64.85,credit_card,canceled
478,2414,2020-12-22,88.46,credit_card,completed
479,146,2020-12-22,56.88,credit_card,completed
480,1274,2020-12-23,32.03,paypal,completed
481,3638,2020-12-23,33.79,debit_card,completed
482,3960,2020-12-23,38.62,credit_card,canceled
483,926,2020-12-23,17.6,debit_card,completed
484,2818,2020-12-24,37.28,credit_card,refunded
485,2612,2020-12-24,154.27,credit_card,refunded
486,875,2020-12-25,49.57,bank_transfer,completed
487,3795,2020-12-25,106.04,credit_card,refunded
488,378,2020-12-25,84.77,debit_card,completed
489,209,2020-12-25,20.31,debit_card,completed
490,4487,2020-12-26,35.06,credit_card,completed
491,4980,2020-12-26,222.86,credit_card,completed
492,2534,2020-12-26,31.86,credit_card,completed
493,1814,2020-12-26,42.08,credit_card,refunded
494,1503,2020-12-27,131.51,debit_card,completed
495,1922,2020-12-27,57.7,credit_card,completed
496,3951,2020-12-27,33.19,credit_card,completed
497,2361,2020-12-28,221.9,debit_card,completed
498,1436,2020-12-29,129.23,credit_card,completed
499,172,2020-12-30,154.22,credit_card,completed
500,600,2020-12-31,43.08,credit_card,completed
501,4130,2021-01-01,60.58,bank_transfer,completed
502,564,2021-01-01,33.22,credit_card,refunded
503,3389,2021-01-02,61.75,credit_card,completed
504,209,2021-01-02,92.12,debit_card,completed
505,937,2021-01-02,54.63,credit_card,completed
506,1503,2021-01-03,83.21,paypal,completed
507,2686,2021-01-03,23.63,debit_card,completed
508,1514,2021-01-03,51.11,paypal,completed
509,2720,2021-01-04,76.51,credit_card,completed
510,3669,2021-01-04,43.44,credit_card,completed
511,2011,2021-01-04,34.03,credit_card,completed
512,2298,2021-01-05,46.84,credit_card,completed
513,1577,2021-01-05,52.84,credit_card,completed
514,146,2021-01-05,43.67,credit_card,completed
515,3696,2021-01-06,45.72,bank_transfer,canceled
516,3960,2021-01-06,25.74,bank_transfer,completed
517,3410,2021-01-06,25.58,debit_card,completed
518,471,2021-01-06,62.26,credit_card,completed
519,1867,2021-01-07,65.6,debit_card,completed
520,1014,2021-01-07,52.74,credit_card,completed
521,2715,2021-01-07,65.94,debit_card,completed
522,1436,2021-01-08,133.65,credit_card,completed
523,1020,2021-01-08,42.36,credit_card,completed
524,1651,2021-01-08,24.65,credit_card,completed
525,1753,2021-01-10,27.61,paypal,completed
526,3926,2021-01-10,40.97,debit_card,completed
527,3314,2021-01-10,68.97,debit_card,completed
528,1484,2021-01-11,133.13,credit_card,completed
529,841,2021-01-11,41.5,bank_transfer,completed
530,3911,2021-01-11,16.67,credit_card,completed
531,129,2021-01-11,30.48,debit_card,completed
532,2242,2021-01-12,20.0,credit_card,completed
533,3272,2021-01-12,24.3,credit_card,canceled
534,3314,2021-01-12,74.66,paypal,completed
535,1289,2021-01-12,205.56,debit_card,canceled
536,2398,2021-01-12,41.0,credit_card,completed
537,2517,2021-01-13,119.97,credit_card,completed
538,3783,2021-01-13,151.69,credit_card,completed
539,3162,2021-01-13,121.1,debit_card,completed
540,4520,2021-01-13,106.14,credit_card,completed
541,2912,2021-01-14,22.74,credit_card,completed
542,2633,2021-01-14,23.11,paypal,completed
543,1248,2021-01-14,75.99,credit_card,completed
544,629,2021-01-14,43.22,debit_card,completed
545,1050,2021-01-14,23.9,debit_card,completed
546,2183,2021-01-14,51.8,credit_card,completed
547,101,2021-01-14,128.76,debit_card,completed
548,1781,2021-01-15,45.07,debit_card,completed
549,11,2021-01-15,52.21,debit_card,completed
550,101,2021-01-15,54.05,debit_card,completed
551,336,2021-01-15,143.18,credit_card,completed
552,1073,2021-01-16,123.73,paypal,canceled
553,473,2021-01-16,11.92,debit_card,completed
554,4757,2021-01-16,89.51,debit_card,completed
555,926,2021-01-17,49.04,debit_card,completed
556,899,2021-01-17,59.69,debit_card,completed
557,1867,2021-01-17,51.51,bank_transfer,completed
558,3424,2021-01-18,36.98,credit_card,canceled
559,902,2021-01-18,13.8,credit_card,completed
560,4487,2021-01-19,99.14,bank_transfer,canceled
561,2419,2021-01-19,26.04,credit_card,completed
562,2830,2021-01-19,27.07,credit_card,canceled
563,3968,2021-01-19,51.86,debit_card,completed
564,1516,2021-01-20,47.19,credit_card,completed
565,2213,2021-01-20,60.39,credit_card,completed
566,1577,2021-01-20,47.96,crypto,completed
567,3795,2021-01-20,89.47,crypto,canceled
568,3745,2021-01-21,93.16,debit_card,completed
569,611,2021-01-21,26.47,debit_card,completed
570,2414,2021-01-21,31.35,credit_card,completed
571,4547,2021-01-21,55.26,bank_transfer,completed
572,3383,2021-01-22,20.7,debit_card,completed
573,4090,2021-01-22,69.85,credit_card,completed
574,172,2021-01-22,78.45,bank_transfer,completed
575,4844,2021-01-22,15.05,paypal,completed
576,4097,2021-01-22,96.36,credit_card,completed
577,2940,2021-01-23,178.22,credit_card,refunded
578,1814,2021-01-23,83.76,debit_card,refunded
579,975,2021-01-23,106.89,paypal,completed
580,1577,2021-01-23,81.87,debit_card,completed
581,1902,2021-01-24,39.27,credit_card,canceled
582,1048,2021-01-25,51.98,paypal,completed
583,473,2021-01-26,77.48,credit_card,completed
