customer_id,signup_date,country,customer_segment,acquisition_channel,is_active
340,2022-09-11,USA,low,organic,False
341,2024-08-19,France,medium,ads,True
342,2024-10-26,USA,low,organic,True
343,2023-05-23,USA,low,organic,True
344,2021-04-26,USA,medium,organic,True
345,2021-03-08,USA,low,referral,False
346,2023-12-08,Spain,low,email,True
347,2023-04-25,Mexico,low,referral,False
348,2021-01-07,USA,low,organic,False
349,2023-12-19,Canada,high,ads,True
350,2020-06-21,UK,low,organic,False
351,2024-06-06,Brazil,low,organic,True
352,2023-01-20,UK,low,organic,False
353,2021-03-10,Australia,low,ads,True
354,2023-12-25,USA,medium,referral,False
355,2023-04-30,Brazil,low,ads,True
356,2024-12-11,USA,medium,ads,True
357,2023-11-02,Mexico,low,referral,False
358,2022-12-04,USA,low,email,True
359,2024-04-05,USA,low,ads,True
360,2022-11-27,UK,low,referral,True
361,2024-09-27,Germany,low,social,False
362,2023-04-05,USA,medium,ads,True
363,2023-11-10,Canada,medium,ads,True
364,2021-04-26,UK,high,organic,True
365,2023-05-31,UK,low,referral,True
366,2024-07-18,Canada,low,email,True
367,2024-06-23,USA,low,ads,True
368,2022-08-25,Germany,medium,organic,True
369,2022-08-29,USA,low,email,True
370,2024-07-03,Australia,low,referral,True
371,2024-10-30,UK,low,organic,False
372,2021-11-12,Germany,low,organic,True
373,2023-06-27,Germany,low,organic,True
374,2023-02-23,Canada,medium,ads,True
375,2024-08-21,UK,low,ads,True
376,2021-09-24,USA,high,referral,True
377,2022-07-29,Canada,high,ads,True
378,2024-05-08,USA,medium,referral,True
379,2021-04-28,USA,high,ads,True
380,2023-08-20,France,medium,referral,True
381,2023-06-18,Germany,low,ads,True
382,2023-02-20,USA,low,organic,True
383,2023-04-27,USA,medium,ads,True
384,2023-10-14,UK,medium,organic,True
385,2022-04-23,UK,low,referral,True
386,2023-12-06,USA,high,organic,True
387,2024-06-23,USA,high,referral,True
388,2024-05-15,UK,low,social,True
389,2022-04-09,Mexico,medium,ads,True
390,2022-03-31,Canada,low,organic,False
391,2022-11-21,Australia,medium,organic,True
392,2023-03-22,Canada,low,referral,False
393,2023-05-12,USA,low,ads,True
394,2024-03-12,UK,high,organic,True
395,2021-05-21,USA,low,organic,True
396,2021-02-14,USA,medium,organic,True
397,2023-04-24,UK,low,referral,True
398,2024-03-27,Canada,medium,organic,True
399,2022-06-22,Canada,low,organic,True
400,2024-02-14,UK,low,ads,True
401,2022-11-05,UK,medium,organic,True
402,2024-09-06,USA,medium,ads,True
403,2024-09-17,UK,low,organic,True
404,2023-01-08,Australia,low,organic,True
405,2022-09-07,France,low,ads,False
406,2023-05-14,USA,medium,organic,True
407,2022-09-27,USA,high,ads,False
408,2024-03-07,UK,medium,ads,True
409,2024-07-12,Canada,low,organic,True
410,2024-03-07,USA,low,organic,False
411,2024-07-10,France,low,social,True
412,2023-04-29,Germany,medium,email,False
413,2022-04-13,Canada,medium,organic,False
414,2024-04-28,USA,low,ads,False
415,2023-03-21,USA,low,organic,False
416,2024-03-06,USA,low,ads,True
417,2022-11-25,USA,medium,ads,True
418,2021-09-16,UK,low,email,True
419,2024-12-24,France,medium,referral,True
420,2022-04-13,USA,medium,referral,True
421,2024-12-22,UK,low,organic,True
422,2024-12-15,Canada,high,social,True
423,2024-06-12,USA,low,email,False
424,2024-02-28,Canada,high,ads,True
425,2023-12-13,UK,medium,organic,True
426,2024-08-18,USA,low,ads,True
427,2022-12-26,Canada,medium,email,False
428,2023-07-18,USA,medium,organic,True
429,2024-01-26,Germany,medium,ads,True
430,2023-05-14,Germany,low,organic,True
431,2023-06-01,USA,medium,organic,True
432,2023-02-15,UK,low,organic,True
433,2023-11-28,USA,low,organic,True
434,2024-08-05,Mexico,low,referral,True
435,2022-07-08,UK,high,referral,True
436,2024-11-04,USA,medium,email,True
437,2024-03-21,USA,low,referral,False
438,2024-07-09,France,low,organic,True
439,2023-11-18,UK,medium,email,True
440,2024-05-30,France,medium,organic,True
441,2020-08-27,Canada,low,ads,True
442,2024-07-04,Brazil,low,organic,False
443,2021-03-10,Canada,medium,email,True
444,2024-09-11,Mexico,high,ads,True
445,2024-12-24,Spain,medium,organic,True
446,2023-01-03,Canada,medium,organic,True
447,2022-07-27,Germany,low,ads,True
448,2024-05-19,UK,low,organic,True
449,2022-10-21,France,low,organic,True
450,2024-08-17,UK,low,organic,True
451,2021-12-10,Spain,low,organic,False
452,2022-02-10,Germany,low,email,True
453,2024-12-17,UK,low,organic,True
454,2024-03-08,USA,low,email,True
455,2024-08-01,USA,low,organic,True
456,2023-02-08,Canada,medium,organic,False
457,2024-03-10,Germany,low,ads,False
458,2023-12-31,UK,medium,email,True
459,2024-01-09,Canada,low,ads,False
460,2024-03-15,USA,low,ads,True
461,2023-12-10,USA,low,ads,True
462,2023-06-03,USA,low,email,False
463,2022-12-06,USA,low,organic,True
464,2024-05-21,USA,medium,email,True
465,2022-08-30,UK,low,organic,True
466,2024-03-23,USA,low,organic,True
467,2022-09-15,USA,low,organic,True
468,2024-01-31,Canada,low,ads,True
469,2024-05-05,Germany,low,organic,True
470,2022-08-13,USA,medium,organic,True
471,2021-06-05,UK,medium,ads,True
472,2022-02-21,UK,low,organic,True
473,2024-01-12,UK,high,organic,True
474,2024-08-04,USA,low,organic,True
475,2021-03-30,UK,medium,ads,True
476,2024-04-25,Australia,low,ads,False
477,2023-02-28,Canada,low,social,True
478,2023-08-01,Canada,low,referral,True
479,2024-10-28,Spain,low,ads,False
480,2023-02-17,Germany,medium,ads,False
481,2023-07-15,UK,medium,organic,True
482,2020-07-23,USA,medium,organic,True
483,2021-09-19,UK,low,organic,False
484,2022-11-02,Germany,medium,email,True
485,2020-12-31,Spain,low,organic,True
486,2024-02-06,Mexico,low,organic,False
487,2023-05-31,UK,low,organic,True
488,2023-11-08,Germany,low,referral,True
489,2022-05-17,UK,low,organic,True
490,2023-01-06,Canada,medium,ads,False
491,2024-03-02,USA,medium,organic,True
492,2024-12-03,USA,low,organic,True
493,2021-04-25,UK,medium,referral,True
494,2024-09-11,USA,low,referral,True
495,2023-12-12,USA,low,ads,True
496,2023-11-27,Canada,low,ads,True
497,2023-08-30,UK,low,organic,True
498,2021-07-20,USA,low,ads,True
499,2021-10-19,UK,high,social,True
500,2024-01-07,USA,low,organic,True
501,2023-02-28,Canada,medium,email,True
502,2024-10-14,USA,low,referral,True
503,2023-05-10,UK,medium,ads,True
504,2022-03-20,Canada,low,organic,True
505,2024-04-09,USA,low,referral,True
506,2023-01-02,Canada,low,organic,True
507,2023-10-07,USA,low,ads,True
508,2024-03-27,UK,low,organic,True
509,2024-09-23,USA,medium,referral,True
510,2024-06-10,UK,high,organic,True
511,2024-03-09,USA,medium,ads,True
512,2024-03-12,USA,low,referral,True
513,2024-11-18,Germany,medium,organic,True
514,2023-01-06,UK,low,referral,True
515,2020-01-23,Germany,medium,social,True
516,2022-11-28,France,medium,organic,True
517,2022-08-12,USA,low,organic,True
518,2024-02-29,USA,medium,ads,True
519,2024-02-08,USA,high,organic,True
520,2023-12-30,UK,medium,email,True
521,2020-08-28,Japan,low,ads,True
522,2024-04-20,USA,medium,email,True
523,2023-02-07,Canada,low,organic,True
524,2024-03-02,France,low,ads,True
525,2023-11-18,Canada,low,organic,True
526,2023-03-01,Germany,low,organic,True
527,2022-03-02,Mexico,low,ads,True
528,2021-11-08,USA,medium,organic,True
529,2024-07-17,USA,low,referral,True
530,2024-10-15,USA,medium,ads,True
531,2024-02-22,USA,high,organic,True
532,2021-12-12,Canada,low,ads,True
533,2023-05-05,Canada,low,organic,True
534,2024-04-21,USA,medium,ads,True
535,2024-05-30,Canada,high,organic,True
536,2022-01-24,Germany,low,referral,True
537,2020-01-01,USA,low,ads,False
538,2024-04-07,Canada,high,referral,True
539,2023-03-17,Germany,low,organic,True
540,2022-10-24,USA,low,ads,True
541,2020-07-12,France,low,social,True
542,2023-10-28,Mexico,low,ads,True
543,2024-08-06,USA,low,organic,True
544,2024-11-28,USA,low,ads,True
545,2023-11-29,USA,medium,ads,False
546,2023-09-20,Canada,low,ads,True
547,2021-09-28,Mexico,low,ads,True
548,2023-11-09,UK,low,ads,True
549,2023-04-11,Germany,medium,referral,True
550,2024-01-14,USA,medium,email,True
551,2023-04-20,Canada,low,email,True
552,2022-09-27,Canada,medium,organic,False
553,2021-11-10,USA,low,ads,True
554,2023-01-29,Germany,low,ads,True
555,2021-11-18,Spain,low,referral,True
556,2022-05-21,Canada,medium,ads,True
557,2024-12-21,USA,medium,organic,True
558,2023-06-20,Brazil,low,ads,False
559,2023-10-17,France,low,referral,True
560,2024-08-23,USA,medium,social,True
561,2024-12-26,UK,medium,organic,False
562,2023-12-18,UK,low,referral,True
563,2024-06-29,UK,medium,email,True
564,2023-02-11,USA,medium,organic,True
565,2023-01-19,France,low,ads,True
566,2023-05-05,France,medium,ads,False
567,2024-03-07,USA,low,ads,True
568,2024-03-14,Mexico,low,organic,True
569,2023-01-29,Canada,low,organic,True
570,2022-02-27,France,low,ads,True
571,2024-02-06,Germany,low,email,False
572,2022-02-16,UK,low,organic,True
573,2023-12-14,Germany,low,referral,True
574,2024-03-24,Mexico,medium,organic,True
575,2024-03-29,USA,low,ads,False
576,2024-05-09,France,low,organic,True
577,2024-08-22,UK,low,referral,False
578,2023-08-30,UK,high,ads,True
579,2024-04-22,UK,low,referral,True
580,2024-01-25,Germany,low,ads,True
581,2022-06-09,USA,high,organic,False
582,2020-12-13,Spain,low,organic,True
583,2022-12-19,France,low,ads,True
584,2023-06-19,USA,low,email,False
585,2024-01-24,Spain,low,organic,False
586,2024-08-05,USA,low,email,False
587,2022-06-29,UK,low,organic,True
588,2022-02-09,Canada,low,organic,True
589,2024-12-02,UK,low,organic,False
590,2021-12-27,USA,low,ads,False
591,2023-08-01,Spain,high,ads,True
592,2023-12-21,USA,low,organic,False
593,2023-10-29,USA,low,ads,True
594,2021-10-02,France,low,ads,True
595,2021-05-23,USA,low,referral,True
596,2021-12-19,Spain,medium,organic,True
597,2023-12-21,Germany,low,ads,False
598,2023-11-02,USA,medium,referral,True
599,2022-09-16,USA,high,email,True
600,2024-02-11,Mexico,low,organic,True
601,2024-07-06,USA,low,email,False
602,2021-03-15,Germany,medium,organic,True
603,2023-08-28,UK,low,organic,True
604,2024-03-21,Germany,low,ads,True
605,2022-10-20,Canada,low,email,False
606,2023-01-22,Canada,medium,email,True
607,2024-01-20,UK,low,ads,True
608,2024-09-20,France,medium,referral,True
609,2024-06-26,USA,low,ads,True
610,2023-12-19,USA,low,referral,True
611,2024-04-22,Canada,medium,ads,True
612,2023-03-26,USA,low,ads,True
613,2024-02-14,Canada,low,ads,True
614,2023-07-16,UK,low,organic,True
615,2022-06-16,UK,low,referral,False
616,2024-03-30,UK,low,referral,False
617,2023-11-18,Germany,low,referral,True
618,2023-03-19,USA,low,organic,False
619,2024-10-06,Germany,low,ads,True
620,2020-10-27,USA,medium,organic,True
621,2023-01-29,USA,medium,ads,True
622,2021-05-22,USA,medium,organic,True
623,2024-05-20,USA,low,referral,False
624,2024-03-30,USA,low,referral,True
625,2023-02-16,UK,medium,referral,True
626,2024-03-09,Germany,low,email,True
627,2023-04-28,USA,medium,ads,True
628,2024-05-12,USA,low,ads,True
629,2023-07-02,UK,medium,ads,True
630,2023-05-15,Germany,high,referral,True
631,2024-11-05,Brazil,low,organic,False
632,2022-10-17,UK,low,social,False
633,2022-01-29,USA,medium,organic,True
634,2023-12-20,USA,low,organic,False
635,2024-12-07,USA,medium,referral,True
636,2023-04-08,USA,low,organic,False
637,2021-06-15,USA,medium,organic,True
638,2023-02-25,USA,low,referral,True
639,2023-09-08,UK,low,referral,True
640,2022-04-24,USA,high,organic,True
641,2024-02-28,Brazil,low,ads,True
642,2024-12-29,Canada,low,ads,True
643,2023-06-29,Canada,low,referral,True
644,2023-03-15,USA,medium,referral,True
645,2023-05-03,Spain,low,ads,False
646,2022-01-16,UK,medium,ads,True
647,2024-09-03,Spain,low,referral,False
648,2023-05-18,Canada,low,organic,True
649,2023-04-19,UK,low,ads,True
650,2024-02-28,UK,low,organic,True
651,2023-06-18,USA,low,organic,False
652,2024-02-20,USA,high,organic,True
653,2021-06-12,Mexico,medium,referral,True
654,2024-06-30,UK,low,ads,True
655,2024-11-12,France,medium,social,True
656,2024-02-21,UK,low,email,True
657,2024-11-27,USA,medium,organic,True
658,2022-04-05,Canada,low,organic,True
659,2023-07-30,USA,low,referral,False
660,2024-01-08,USA,low,ads,True
661,2023-12-17,Canada,medium,referral,True
662,2023-05-04,USA,medium,ads,True
663,2023-02-24,Japan,low,ads,True
664,2022-02-13,USA,low,referral,False
665,2023-04-24,Germany,low,ads,False
666,2022-04-25,Canada,high,ads,True
667,2024-04-25,France,high,organic,False
668,2022-07-24,USA,medium,organic,True
669,2021-05-30,UK,medium,organic,True
670,2023-11-13,UK,low,referral,True
671,2024-01-01,UK,low,social,True
672,2024-08-22,Spain,medium,referral,False
673,2023-12-12,Japan,low,referral,False
674,2023-03-05,USA,low,organic,True
675,2024-06-20,Canada,low,organic,True
676,2023-10-28,Canada,low,referral,True
677,2021-09-07,Germany,high,email,True
678,2023-11-29,Mexico,low,ads,False
679,2024-10-02,USA,low,referral,False
680,2023-04-29,USA,medium,organic,True
681,2023-01-07,Canada,low,organic,True
682,2022-03-20,USA,low,ads,False
683,2022-04-05,USA,low,organic,False
684,2023-06-07,USA,low,organic,False
685,2024-01-02,USA,low,referral,False
686,2021-09-14,UK,low,ads,True
687,2024-11-11,Canada,low,referral,True
688,2024-05-11,USA,low,referral,True
689,2023-12-23,USA,medium,social,True
690,2024-07-14,Germany,high,organic,True
691,2021-09-12,Germany,low,referral,True
692,2023-07-30,UK,medium,social,True
693,2024-02-04,Canada,medium,organic,True
694,2024-07-15,Australia,low,social,True
695,2024-06-03,France,low,ads,False
696,2022-12-07,Canada,medium,organic,True
697,2024-11-12,Canada,low,organic,True
698,2022-02-06,Australia,low,referral,False
699,2024-08-25,UK,low,ads,True
700,2024-12-09,UK,medium,ads,True
701,2022-05-22,Canada,low,organic,True
702,2024-04-15,Australia,low,ads,True
703,2021-03-10,France,medium,organic,False
704,2023-05-09,USA,low,ads,False
705,2023-09-23,USA,low,referral,True
706,2023-12-16,USA,low,ads,True
707,2024-11-06,Germany,medium,organic,True
708,2024-03-07,Canada,low,organic,False
709,2023-08-05,USA,medium,ads,False
710,2024-06-26,USA,low,organic,True
711,2024-11-22,Canada,medium,social,False
712,2020-11-05,Canada,low,organic,False
713,2024-12-18,Mexico,low,email,True
714,2021-10-02,UK,medium,referral,True
